gene_id,Chr,Product,Name,wt_TPM,lim_TPM
BBFGCJEA_00277,ec_contig_4,Aminoalkylphosphonate N-acetyltransferase,phnO,7.22689,1.29049
BBFGCJEA_00278,ec_contig_4,Phosphoribosyl 1%2C2-cyclic phosphate phosphodiesterase,phnP,5.59803,1.13407
BBFGCJEA_00279,ec_contig_4,hypothetical protein,,9.60078,1.81451
BBFGCJEA_00280,ec_contig_4,Ribose-5-phosphate isomerase B,rpiB,2.01939,0.16633
BBFGCJEA_00281,ec_contig_4,HTH-type transcriptional regulator RpiR,rpiR,19.7914,2.05813
BBFGCJEA_00282,ec_contig_4,D-allose-binding periplasmic protein,alsB,1.52189,0.479798
BBFGCJEA_00283,ec_contig_4,Ribose import ATP-binding protein RbsA,rbsA_1,1.90649,0.512661
BBFGCJEA_00284,ec_contig_4,D-allose transport system permease protein AlsC,alsC,1.60229,0.305193
BBFGCJEA_00285,ec_contig_4,D-allulose-6-phosphate 3-epimerase,alsE,2.50542,0.215082
BBFGCJEA_00286,ec_contig_4,D-allose kinase,alsK,2.1127,0.523135
BBFGCJEA_00287,ec_contig_4,Linear primary-alkylsulfatase,yjcS,0.643065,0.0753762
BBFGCJEA_00288,ec_contig_4,hypothetical protein,,0.44493,0.135595
BBFGCJEA_00289,ec_contig_4,Multidrug resistance protein MdtN,mdtN,0.856749,0.217583
BBFGCJEA_00290,ec_contig_4,Multidrug resistance protein MdtO,mdtO,0.837821,0.164142
BBFGCJEA_00291,ec_contig_4,Cation efflux system protein CusC,cusC_1,1.07147,0.0765323
BBFGCJEA_00292,ec_contig_4,Formate dehydrogenase H,fdhF_1,3.27469,1.51479
BBFGCJEA_00293,ec_contig_4,Formate dehydrogenase H,fdhF_2,7.06104,2.02715
BBFGCJEA_00294,ec_contig_4,hypothetical protein,,30.54,3.79667
BBFGCJEA_00295,ec_contig_4,Proton/glutamate-aspartate symporter,gltP,20.2425,0.626586
BBFGCJEA_00296,ec_contig_4,Formate-dependent nitrite reductase complex subunit NrfG,nrfG,2.0981,0.125374
BBFGCJEA_00297,ec_contig_4,Cytochrome c-type biogenesis protein CcmH,ccmH_1,0.767504,0.194918
BBFGCJEA_00298,ec_contig_4,Cytochrome c-type biogenesis protein CcmF,ccmF_1,1.31653,0.391998
BBFGCJEA_00300,ec_contig_4,putative ferredoxin-like protein YdhX,ydhX_1,1.16953,0.111382
BBFGCJEA_00301,ec_contig_4,Cytochrome c-type protein NrfB,nrfB,1.99253,0.198012
BBFGCJEA_00302,ec_contig_4,Cytochrome c-552,nrfA,1.7604,0.130217
BBFGCJEA_00303,ec_contig_4,Acetyl-coenzyme A synthetase,acs_1,21.3005,1.06981
BBFGCJEA_00304,ec_contig_4,Inner membrane protein YjcH,yjcH,6.70531,0.475229
BBFGCJEA_00305,ec_contig_4,Cation/acetate symporter ActP,actP,3.20026,0.294858
BBFGCJEA_00306,ec_contig_4,hypothetical protein,,2.5073,0.955144
BBFGCJEA_00307,ec_contig_4,Sodium%2C potassium%2C lithium and rubidium/H(+) antiporter,nhaK,12.0419,1.22479
BBFGCJEA_00308,ec_contig_4,Guanine/hypoxanthine permease GhxP,ghxP,55.9062,0.914816
BBFGCJEA_00309,ec_contig_4,Redox-sensitive transcriptional activator SoxR,soxR,7.65854,5.55328
BBFGCJEA_00310,ec_contig_4,Regulatory protein SoxS,soxS,35.779,91.135
BBFGCJEA_00311,ec_contig_4,putative cyclic di-GMP phosphodiesterase PdeC,pdeC,3.51301,1.13193
BBFGCJEA_00312,ec_contig_4,hypothetical protein,,6.27067,14.2
BBFGCJEA_00313,ec_contig_4,Single-stranded DNA-binding protein,ssb,95.4049,12.3354
BBFGCJEA_00314,ec_contig_4,UvrABC system protein A,uvrA,13.3284,4.32175
BBFGCJEA_00315,ec_contig_4,putative protein YjbR,yjbR,38.8009,8.91054
BBFGCJEA_00316,ec_contig_4,hypothetical protein,,56.0701,12.4748
BBFGCJEA_00317,ec_contig_4,Class B acid phosphatase,aphA,4.88451,0.471735
BBFGCJEA_00318,ec_contig_4,hypothetical protein,,1.32432,0.183452
BBFGCJEA_00319,ec_contig_4,Aromatic-amino-acid aminotransferase,tyrB,52.8022,7.14634
BBFGCJEA_00320,ec_contig_4,Alanine racemase%2C biosynthetic,alr,29.1083,0.796998
BBFGCJEA_00321,ec_contig_4,Replicative DNA helicase DnaB,dnaB,67.1415,3.19798
BBFGCJEA_00322,ec_contig_4,Quinone oxidoreductase 1,qorA,13.578,4.90623
BBFGCJEA_00323,ec_contig_4,Phage shock protein G,pspG,19.6077,7.54646
BBFGCJEA_00324,ec_contig_4,tRNA-dihydrouridine(20/20a) synthase,dusA,13.3921,1.04557
BBFGCJEA_00325,ec_contig_4,hypothetical protein,,0.227409,0.577535
BBFGCJEA_00326,ec_contig_7,hypothetical protein,,0.381584,0.105718
BBFGCJEA_00327,ec_contig_7,hypothetical protein,,0.192629,0.146762
BBFGCJEA_00328,ec_contig_7,Zinc uptake regulation protein,zur,9.94781,1.23297
BBFGCJEA_00329,ec_contig_7,hypothetical protein,,134.379,47.2259
BBFGCJEA_00330,ec_contig_7,DNA damage-inducible protein F,dinF,8.83498,1.07249
BBFGCJEA_00331,ec_contig_7,LexA repressor,lexA_1,114.816,16.7149
BBFGCJEA_00332,ec_contig_7,Diacylglycerol kinase,dgkA,30.8167,3.34689
BBFGCJEA_00333,ec_contig_7,Glycerol-3-phosphate acyltransferase,plsB,40.6195,3.2422
BBFGCJEA_00334,ec_contig_7,4-hydroxybenzoate octaprenyltransferase,ubiA,54.0717,11.8746
BBFGCJEA_00335,ec_contig_7,Chorismate pyruvate-lyase,ubiC,37.7279,5.18529
BBFGCJEA_00336,ec_contig_7,E3 ubiquitin-protein ligase SopA,sopA,3.34491,0.98559
BBFGCJEA_00337,ec_contig_7,hypothetical protein,,1.25949,0.575758
BBFGCJEA_00338,ec_contig_7,hypothetical protein,,466.803,161.438
BBFGCJEA_00339,ec_contig_7,hypothetical protein,,99.8939,27.672
BBFGCJEA_00340,ec_contig_7,Maltoporin,lamB,15.9522,0.781417
BBFGCJEA_00341,ec_contig_7,Maltose/maltodextrin import ATP-binding protein MalK,malK,9.00098,0.0670686
BBFGCJEA_00343,ec_contig_7,Maltose/maltodextrin-binding periplasmic protein,malE,26.7666,0.502761
BBFGCJEA_00344,ec_contig_7,Maltose/maltodextrin transport system permease protein MalF,malF,7.70982,0.460234
BBFGCJEA_00345,ec_contig_7,Maltose/maltodextrin transport system permease protein MalG,malG,8.73801,0.126008
BBFGCJEA_00346,ec_contig_7,D-xylose-proton symporter,xylE,4.19319,6.38951
BBFGCJEA_00347,ec_contig_7,Protein PsiE,psiE,9.80015,35.0568
BBFGCJEA_00348,ec_contig_7,hypothetical protein,,2.56494,0.660323
BBFGCJEA_00349,ec_contig_7,hypothetical protein,,0.698866,0.0507104
BBFGCJEA_00350,ec_contig_7,putative lipoprotein GfcB,gfcB_1,0.6534,0.0585669
BBFGCJEA_00351,ec_contig_7,hypothetical protein,,83.2821,1.84811
BBFGCJEA_00352,ec_contig_7,Glucose-6-phosphate isomerase,pgi,136.167,7.03123
BBFGCJEA_00353,ec_contig_7,Lysine-sensitive aspartokinase 3,lysC,177.015,31.7136
BBFGCJEA_00354,ec_contig_7,hypothetical protein,,28.9684,7.26552
BBFGCJEA_00355,ec_contig_7,Dual-specificity RNA pseudouridine synthase RluF,rluF,26.7826,5.40144
BBFGCJEA_00356,ec_contig_7,Peptidase E,pepE,6.08664,0.433905
BBFGCJEA_00357,ec_contig_7,hypothetical protein,,5.76381,1.19244
BBFGCJEA_00358,ec_contig_7,Methionine synthase,metH,52.7203,1.36125
BBFGCJEA_00359,ec_contig_7,Transcriptional repressor IclR,iclR,27.8944,2.99394
BBFGCJEA_00360,ec_contig_7,hypothetical protein,,3.78453,1.02673
BBFGCJEA_00361,ec_contig_7,Isocitrate dehydrogenase kinase/phosphatase,aceK,9201.12,12537.4
BBFGCJEA_00362,ec_contig_7,Isocitrate lyase,aceA,858.494,214.05
BBFGCJEA_00363,ec_contig_7,Malate synthase A,aceB,457.981,173.969
BBFGCJEA_00364,ec_contig_7,Homoserine O-succinyltransferase,metAS,98.1349,4.06436
BBFGCJEA_00365,ec_contig_7,Peptidyl-lysine N-acetyltransferase YjaB,yjaB,7.24635,1.60149
BBFGCJEA_00366,ec_contig_7,hypothetical protein,,7.99484,0.584754
BBFGCJEA_00367,ec_contig_7,hypothetical protein,,7.77738,2.49495
BBFGCJEA_00368,ec_contig_7,,,2529.05,6883.11
BBFGCJEA_00369,ec_contig_7,hypothetical protein,,14.8324,9.83304
BBFGCJEA_00370,ec_contig_7,Bifunctional purine biosynthesis protein PurH,purH,69.309,0.965028
BBFGCJEA_00371,ec_contig_7,Phosphoribosylamine--glycine ligase,purD,98.5642,2.26286
BBFGCJEA_00372,ec_contig_7,Transcriptional regulatory protein ZraR,zraR,7.70514,0.677362
BBFGCJEA_00373,ec_contig_7,Sensor histidine kinase ZraS,zraS,1.12436,0.401548
BBFGCJEA_00374,ec_contig_7,hypothetical protein,,0.951943,0.870332
BBFGCJEA_00375,ec_contig_7,Signaling pathway modulator ZraP,zraP,0.634182,1.0542
BBFGCJEA_00376,ec_contig_7,hypothetical protein,,11.1216,1.17686
BBFGCJEA_00377,ec_contig_7,DNA-binding protein HU-alpha,hupA,511.175,29.3362
BBFGCJEA_00378,ec_contig_7,putative protein,,66.3664,5.95242
BBFGCJEA_00379,ec_contig_7,Endonuclease V,nfi,39.8371,3.50853
BBFGCJEA_00380,ec_contig_7,Uroporphyrinogen decarboxylase,hemE,45.6611,3.72486
BBFGCJEA_00381,ec_contig_7,NAD-capped RNA hydrolase NudC,nudC,13.708,1.98242
BBFGCJEA_00382,ec_contig_7,Regulator of sigma D,rsd,156.783,29.8139
BBFGCJEA_00383,ec_contig_7,Phosphomethylpyrimidine synthase,thiC,93.9918,11.6655
BBFGCJEA_00384,ec_contig_7,Thiamine-phosphate synthase,thiE,137.745,16.3584
BBFGCJEA_00385,ec_contig_7,Sulfur carrier protein ThiS adenylyltransferase,thiF,133.521,15.3459
BBFGCJEA_00386,ec_contig_7,Sulfur carrier protein ThiS,thiS,74.4136,11.5438
BBFGCJEA_00387,ec_contig_7,Thiazole synthase,thiG,74.8909,7.62077
BBFGCJEA_00388,ec_contig_7,2-iminoacetate synthase,thiH,95.6849,6.33639
BBFGCJEA_00389,ec_contig_7,Protein YjaZ,yjaZ,15.6457,1.594
BBFGCJEA_00390,ec_contig_7,DNA-directed RNA polymerase subunit beta',rpoC,230.676,13.7772
BBFGCJEA_00391,ec_contig_7,DNA-directed RNA polymerase subunit beta RpoB,rpoB,177.688,10.4591
BBFGCJEA_00392,ec_contig_7,Large ribosomal subunit protein bL12,rplL,3971.29,107.262
BBFGCJEA_00393,ec_contig_7,Large ribosomal subunit protein uL10,rplJ,2005.94,51.3269
BBFGCJEA_00394,ec_contig_7,Large ribosomal subunit protein uL1,rplA,1757.04,43.9005
BBFGCJEA_00395,ec_contig_7,Large ribosomal subunit protein uL11,rplK,1175.34,19.8026
BBFGCJEA_00396,ec_contig_7,Transcription termination/antitermination protein NusG,nusG,249.65,16.1761
BBFGCJEA_00397,ec_contig_7,Protein translocase subunit SecE,secE,162.455,13.4493
BBFGCJEA_00398,ec_contig_7,Elongation factor Tu 2,tufB,2868.52,55.1732
BBFGCJEA_00399,ec_contig_7,,,458.24,1886.97
BBFGCJEA_00400,ec_contig_7,,,9727.12,23435.1
BBFGCJEA_00401,ec_contig_7,,,1509.15,2079.47
BBFGCJEA_00402,ec_contig_7,,,3917.34,7059.4
BBFGCJEA_00403,ec_contig_7,Pantothenate kinase,coaA_1,45.2521,5.04642
BBFGCJEA_00404,ec_contig_7,Bifunctional ligase/repressor BirA,birA,17.0345,1.82085
BBFGCJEA_00405,ec_contig_7,UDP-N-acetylenolpyruvoylglucosamine reductase,murB,24.7033,3.20052
BBFGCJEA_00406,ec_contig_7,hypothetical protein,,8.39138,3.74243
BBFGCJEA_00407,ec_contig_7,,,3015.08,6933.34
BBFGCJEA_00408,ec_contig_7,hypothetical protein,,16.1808,10.4201
BBFGCJEA_00409,ec_contig_7,Glutamate racemase,murI,37.928,3.6203
BBFGCJEA_00410,ec_contig_7,Vitamin B12 transporter BtuB,btuB_1,24.8929,1.62273
BBFGCJEA_00411,ec_contig_7,tRNA/tmRNA (uracil-C(5))-methyltransferase,trmA,76.3127,6.05043
BBFGCJEA_00412,ec_contig_7,Inner membrane protein YijD,yijD,124.643,17.9844
BBFGCJEA_00413,ec_contig_7,HTH-type transcriptional repressor FabR,fabR,175.509,11.2007
BBFGCJEA_00414,ec_contig_7,Soluble pyridine nucleotide transhydrogenase,sthA,88.5462,4.72812
BBFGCJEA_00415,ec_contig_7,DNA-binding transcriptional dual regulator OxyR,oxyR_1,38.8468,2.6091
BBFGCJEA_00416,ec_contig_7,Argininosuccinate lyase,argH,154.868,3.59535
BBFGCJEA_00417,ec_contig_7,Acetylglutamate kinase,argB,96.344,1.78211
BBFGCJEA_00418,ec_contig_7,N-acetyl-gamma-glutamyl-phosphate reductase,argC,119.404,1.93638
BBFGCJEA_00419,ec_contig_7,Acetylornithine deacetylase,argE_1,45.5386,3.31361
BBFGCJEA_00420,ec_contig_7,Phosphoenolpyruvate carboxylase,ppc,141.063,8.28358
BBFGCJEA_00421,ec_contig_7,Phosphoethanolamine transferase EptC,eptC,22.6622,0.928053
BBFGCJEA_00422,ec_contig_7,HTH-type transcriptional activator RhaS,rhaS_1,2.85382,0.614953
BBFGCJEA_00423,ec_contig_7,PTS system fructose-like EIIB component 3,frwD,0.789946,0.218855
BBFGCJEA_00424,ec_contig_7,Isethionate sulfite-lyase activating enzyme,islB_1,1.36911,0.255456
BBFGCJEA_00425,ec_contig_7,putative dehydratase PflD,pflD,2.08408,0.488568
BBFGCJEA_00426,ec_contig_7,PTS system fructose-like EIIB component 1,fryB_1,0.765113,0.233173
BBFGCJEA_00427,ec_contig_7,PTS system mannose-specific EIIBCA component,manP,0.500299,0.0346521
BBFGCJEA_00428,ec_contig_7,Multiphosphoryl transfer protein 1,fryA_1,0.677318,0.0747887
BBFGCJEA_00429,ec_contig_7,Fructose-6-phosphate aldolase 2,fsaB,2.63012,1.24183
BBFGCJEA_00430,ec_contig_7,Glycerol dehydrogenase,gldA,5.82858,0.508482
BBFGCJEA_00431,ec_contig_7,hypothetical protein,,2.34474,0.0605571
BBFGCJEA_00432,ec_contig_7,putative cystine transporter YijE,yijE,6.20781,1.07399
BBFGCJEA_00433,ec_contig_7,Catalase-peroxidase,katG,28.051,9.35178
BBFGCJEA_00434,ec_contig_7,5%2C10-methylenetetrahydrofolate reductase,metF,100.115,2.47815
BBFGCJEA_00435,ec_contig_7,Bifunctional aspartokinase/homoserine dehydrogenase 2,metL,45.8698,2.01503
BBFGCJEA_00436,ec_contig_7,Cystathionine gamma-synthase,metB,21.0274,1.32162
BBFGCJEA_00437,ec_contig_7,Met repressor,metJ,116.236,8.94417
BBFGCJEA_00438,ec_contig_7,hypothetical protein,,12.9455,0.553068
BBFGCJEA_00439,ec_contig_7,Large ribosomal subunit protein bL31,rpmE,270.969,18.8
BBFGCJEA_00440,ec_contig_7,Replication restart protein PriA,priA,8.33191,0.476526
BBFGCJEA_00441,ec_contig_7,HTH-type transcriptional repressor CytR,cytR,15.2005,1.60494
BBFGCJEA_00442,ec_contig_7,Cell division protein FtsN,ftsN,33.2926,2.49495
BBFGCJEA_00443,ec_contig_7,ATP-dependent protease subunit HslV,hslV,24.7914,4.72208
BBFGCJEA_00444,ec_contig_7,ATP-dependent protease ATPase subunit HslU,hslU,60.6997,14.0482
BBFGCJEA_00445,ec_contig_7,1%2C4-dihydroxy-2-naphthoate octaprenyltransferase,menA,7.17993,1.37263
BBFGCJEA_00446,ec_contig_7,Regulator of ribonuclease activity A,rraA,116.838,43.9697
BBFGCJEA_00447,ec_contig_7,Cell division protein ZapB,zapB,696.689,105.1
BBFGCJEA_00448,ec_contig_7,Glycerol uptake facilitator protein,glpF,3.68692,0.707788
BBFGCJEA_00449,ec_contig_7,Glycerol kinase,glpK,8.44713,1.51284
BBFGCJEA_00450,ec_contig_7,Fructose-1%2C6-bisphosphatase 1 class 2,glpX,15.1588,2.5912
BBFGCJEA_00451,ec_contig_7,Flavodoxin/ferredoxin--NADP reductase,fpr,22.6532,5.00994
BBFGCJEA_00452,ec_contig_7,Universal stress protein D,uspD,65.6082,21.0239
BBFGCJEA_00453,ec_contig_7,hypothetical protein,,32.3375,21.5813
BBFGCJEA_00454,ec_contig_7,hypothetical protein,,136.668,48.0321
BBFGCJEA_00455,ec_contig_7,hypothetical protein,,29.6768,1.68409
BBFGCJEA_00456,ec_contig_7,Triosephosphate isomerase,tpiA,217.332,11.5489
BBFGCJEA_00457,ec_contig_7,CDP-diacylglycerol pyrophosphatase,cdh,10.1684,0.544533
BBFGCJEA_00458,ec_contig_7,Sulfate-binding protein,sbp,15.3563,0.340221
BBFGCJEA_00459,ec_contig_7,ATP-dependent 6-phosphofructokinase isozyme 1,pfkA,87.784,23.0064
BBFGCJEA_00460,ec_contig_7,Cation-efflux pump FieF,fieF,832.053,331.348
BBFGCJEA_00461,ec_contig_7,Periplasmic protein CpxP,cpxP,225.11,104.131
BBFGCJEA_00462,ec_contig_7,Transcriptional regulatory protein CpxR,cpxR,38.4389,5.56813
BBFGCJEA_00463,ec_contig_7,envelope stress sensor histidine kinase CpxA,cpxA,44.4728,2.91441
BBFGCJEA_00464,ec_contig_7,Protein YiiM,yiiM,11.3159,1.6633
BBFGCJEA_00465,ec_contig_7,2-keto-3-deoxygluconate permease,kdgT,3.41945,0.418361
BBFGCJEA_00466,ec_contig_7,Superoxide dismutase [Mn],sodA,283.569,19.3449
BBFGCJEA_00467,ec_contig_7,L-rhamnose-proton symporter,rhaT,2.58653,0.361587
BBFGCJEA_00468,ec_contig_7,HTH-type transcriptional activator RhaR,rhaR_1,2.01398,0.278988
BBFGCJEA_00469,ec_contig_7,HTH-type transcriptional activator RhaS,rhaS_2,1.08569,0.0894248
BBFGCJEA_00472,ec_contig_7,Rhamnulose-1-phosphate aldolase,rhaD,0.238159,0.0453628
BBFGCJEA_00473,ec_contig_7,L-rhamnose mutarotase,rhaM,1.32547,0.118807
BBFGCJEA_00474,ec_contig_7,PTS system fructose-specific EIIABC component,fruA_1,0.494499,0.25117
BBFGCJEA_00475,ec_contig_7,PTS system fructose-specific EIIB'BC component,fruA_2,0.947223,0.103097
BBFGCJEA_00476,ec_contig_7,Putative aminopeptidase YsdC,ysdC_1,1.88042,0.384376
BBFGCJEA_00477,ec_contig_7,hypothetical protein,,3.86166,1.66901
BBFGCJEA_00478,ec_contig_7,hypothetical protein,,0.697731,0.177198
BBFGCJEA_00479,ec_contig_7,Sulfur carrier protein FdhD,fdhD,15.2249,2.87189
BBFGCJEA_00480,ec_contig_7,Formate dehydrogenase-O major subunit,fdoG_1,336.908,8.40137
BBFGCJEA_00481,ec_contig_7,Formate dehydrogenase-O major subunit,fdoG_2,136.388,3.30077
BBFGCJEA_00482,ec_contig_7,Formate dehydrogenase-O iron-sulfur subunit,fdoH,315.583,6.58966
BBFGCJEA_00483,ec_contig_7,Formate dehydrogenase%2C cytochrome b556(fdo) subunit,fdoI,286.998,7.94383
BBFGCJEA_00484,ec_contig_7,Protein FdhE,fdhE,93.2493,4.42653
BBFGCJEA_00485,ec_contig_7,hypothetical protein,,16.7761,4.09008
BBFGCJEA_00486,ec_contig_7,hypothetical protein,,17.5863,4.46627
BBFGCJEA_00487,ec_contig_7,hypothetical protein,,0.224294,0.170887
BBFGCJEA_00488,ec_contig_7,hypothetical protein,,5.00299,0.693042
BBFGCJEA_00489,ec_contig_7,putative acyltransferase FabY,fabY,21.4836,1.74806
BBFGCJEA_00490,ec_contig_7,D-aminoacyl-tRNA deacylase,dtd,55.008,6.40827
BBFGCJEA_00491,ec_contig_7,hypothetical protein,,23.4911,4.71554
BBFGCJEA_00492,ec_contig_7,Alpha-D-glucose 1-phosphate phosphatase YihX,yihX,17.9698,3.68005
BBFGCJEA_00493,ec_contig_7,HTH-type transcriptional repressor CsqR,csqR,16.061,1.71409
BBFGCJEA_00494,ec_contig_7,Sulfofructose kinase,yihV,1.14997,0.500659
BBFGCJEA_00495,ec_contig_7,3-sulfolactaldehyde reductase,yihU,4.05229,0.79271
BBFGCJEA_00496,ec_contig_7,Sulfofructosephosphate aldolase,yihT,1.42499,0.127728
BBFGCJEA_00497,ec_contig_7,Sulfoquinovose isomerase,yihS,5.12164,0.512249
BBFGCJEA_00498,ec_contig_7,putative protein YihR,yihR,0.529884,0.242228
BBFGCJEA_00499,ec_contig_7,Sulfoquinovosidase,yihQ,1.08513,0.183723
BBFGCJEA_00500,ec_contig_7,Putative 2%2C3-dihydroxypropane-1-sulfonate exporter,yihP_1,0.939168,0.189011
BBFGCJEA_00501,ec_contig_7,Putative 2%2C3-dihydroxypropane-1-sulfonate exporter,yihP_2,1.95921,1.89254
BBFGCJEA_00502,ec_contig_7,Porin OmpL,ompL,0.708806,0.270016
BBFGCJEA_00503,ec_contig_7,Inner membrane protein YihN,yihN,1.97878,0.325171
BBFGCJEA_00504,ec_contig_7,hypothetical protein,,5.35767,0.610386
BBFGCJEA_00505,ec_contig_7,Putative transcriptional regulator of 2-aminoethylphosphonate degradation operons,phnR,3.86883,0.684269
BBFGCJEA_00506,ec_contig_7,Large ribosomal subunit assembly factor BipA,bipA,274.645,12.7005
BBFGCJEA_00507,ec_contig_7,Glutamine synthetase,glnA,385.908,53.1372
BBFGCJEA_00508,ec_contig_7,Sensory histidine kinase/phosphatase NtrB,glnL,41.5417,4.34834
BBFGCJEA_00509,ec_contig_7,DNA-binding transcriptional regulator NtrC,glnG,66.1034,6.5028
BBFGCJEA_00510,ec_contig_7,putative protein YshB,yshB,351.144,20.2293
BBFGCJEA_00511,ec_contig_7,Oxygen-independent coproporphyrinogen III oxidase,hemN,25.4181,3.56811
BBFGCJEA_00512,ec_contig_7,Der GTPase-activating protein YihI,yihI,33.5174,18.9323
BBFGCJEA_00513,ec_contig_7,putative GTP-binding protein EngB,engB,76.3964,8.75007
BBFGCJEA_00514,ec_contig_7,DNA polymerase I,polA,14.1703,0.72512
BBFGCJEA_00515,ec_contig_7,hypothetical protein,,8.84693,1.81085
BBFGCJEA_00516,ec_contig_7,1-acylglycerol-3-phosphate O-acyltransferase YihG,yihG,12.7144,1.20335
BBFGCJEA_00517,ec_contig_7,Protein YdgA,ydgA_1,2.04239,0.444593
BBFGCJEA_00518,ec_contig_7,Thiol:disulfide interchange protein DsbA,dsbA,150.573,9.3113
BBFGCJEA_00519,ec_contig_7,Stress response kinase A,srkA,97.5189,23.0916
BBFGCJEA_00520,ec_contig_7,Protein YihD,yihD,92.6008,17.1874
BBFGCJEA_00521,ec_contig_7,Molybdenum cofactor guanylyltransferase,mobA,5.91962,1.08754
BBFGCJEA_00522,ec_contig_7,Molybdopterin-guanine dinucleotide biosynthesis adapter protein,mobB,11.9545,8.08024
BBFGCJEA_00523,ec_contig_7,,,4724.92,9758.87
BBFGCJEA_00524,ec_contig_7,,,7954.61,1339.98
BBFGCJEA_00525,ec_contig_7,hypothetical protein,,14.7361,9.53952
BBFGCJEA_00526,ec_contig_7,Protoporphyrinogen IX dehydrogenase [quinone],hemG,22.356,2.67316
BBFGCJEA_00527,ec_contig_7,Trk system potassium uptake protein TrkH,trkH,21.8707,2.52588
BBFGCJEA_00528,ec_contig_7,IMPACT family member YigZ,yigZ,72.9616,10.1624
BBFGCJEA_00529,ec_contig_7,Xaa-Pro dipeptidase,pepQ,38.2231,2.78153
BBFGCJEA_00530,ec_contig_7,Fatty acid oxidation complex subunit alpha,fadB,9.35304,0.717726
BBFGCJEA_00531,ec_contig_7,3-ketoacyl-CoA thiolase FadA,fadA,9.1784,0.868089
BBFGCJEA_00532,ec_contig_7,NAD(P)H-flavin reductase,fre,82.9867,7.19698
BBFGCJEA_00533,ec_contig_7,3-octaprenyl-4-hydroxybenzoate carboxy-lyase,ubiD,62.699,6.56303
BBFGCJEA_00534,ec_contig_7,Transcription antitermination protein RfaH,rfaH,65.1924,4.05621
BBFGCJEA_00535,ec_contig_7,3'-5' ssDNA/RNA exonuclease TatD,tatD,18.3809,0.764736
BBFGCJEA_00536,ec_contig_7,Sec-independent protein translocase protein TatC,tatC,63.6604,1.73394
BBFGCJEA_00537,ec_contig_7,Sec-independent protein translocase protein TatB,tatB,29.6054,3.91649
BBFGCJEA_00538,ec_contig_7,Sec-independent protein translocase protein TatA,tatA,286.262,42.5528
BBFGCJEA_00539,ec_contig_7,putative protein kinase UbiB,ubiB,34.034,1.66482
BBFGCJEA_00540,ec_contig_7,Ubiquinone biosynthesis accessory factor UbiJ,ubiJ,66.669,3.82889
BBFGCJEA_00541,ec_contig_7,Ubiquinone/menaquinone biosynthesis C-methyltransferase UbiE,ubiE,53.9933,6.5344
BBFGCJEA_00542,ec_contig_7,hypothetical protein,,4.43734,0.576564
BBFGCJEA_00543,ec_contig_7,Uridine phosphorylase,udp,45.9294,3.29059
BBFGCJEA_00544,ec_contig_7,Carboxymethylenebutenolidase,clcD,55.2603,7.98018
BBFGCJEA_00545,ec_contig_7,5-methyltetrahydropteroyltriglutamate--homocysteine methyltransferase,metE,836.587,3.75566
BBFGCJEA_00546,ec_contig_7,HTH-type transcriptional regulator MetR,metR,27.8812,3.1383
BBFGCJEA_00547,ec_contig_7,Biotin transporter,bioP,24.2872,1.20589
BBFGCJEA_00548,ec_contig_7,Pyridoxal phosphate phosphatase YigL,yigL,29.1288,4.20497
BBFGCJEA_00549,ec_contig_7,Lysophospholipase L2,pldB,29.7459,3.76804
BBFGCJEA_00550,ec_contig_7,Homoserine/homoserine lactone efflux protein,rhtB,12.8931,2.8927
BBFGCJEA_00551,ec_contig_7,Threonine efflux protein,rhtC,19.8538,8.19598
BBFGCJEA_00552,ec_contig_7,ATP-dependent DNA helicase RecQ,recQ,17.564,0.591124
BBFGCJEA_00553,ec_contig_7,Phospholipase A1,pldA,32.0129,1.37653
BBFGCJEA_00554,ec_contig_7,Medium/long-chain acyl-CoA thioesterase YigI,yigI,33.8489,7.67677
BBFGCJEA_00555,ec_contig_7,Protein RarD,rarD,12.1285,2.68816
BBFGCJEA_00556,ec_contig_7,Inner membrane protein YigG,yigG,2.77188,0.687585
BBFGCJEA_00557,ec_contig_7,hypothetical protein,,11.4743,2.35743
BBFGCJEA_00558,ec_contig_7,Magnesium transport protein CorA,corA,17.9488,3.65979
BBFGCJEA_00559,ec_contig_7,hypothetical protein,,3.98099,0.391365
BBFGCJEA_00560,ec_contig_7,DNA helicase II,uvrD,34.4501,6.17682
BBFGCJEA_00561,ec_contig_7,5-amino-6-(5-phospho-D-ribitylamino)uracil phosphatase YigB,yigB,22.5392,0.678543
BBFGCJEA_00562,ec_contig_7,Tyrosine recombinase XerC,xerC_1,31.8707,0.709267
BBFGCJEA_00563,ec_contig_7,hypothetical protein,,45.7207,1.53292
BBFGCJEA_00564,ec_contig_7,Diaminopimelate epimerase,dapF,92.6438,4.2641
BBFGCJEA_00565,ec_contig_7,LPS-assembly lipoprotein LptM,lptM,128.218,11.374
BBFGCJEA_00566,ec_contig_7,Iron-sulfur cluster assembly protein CyaY,cyaY,20.199,1.28245
BBFGCJEA_00567,ec_contig_7,adenylate cyclase CyaA,cyaA,79.3118,12.3278
BBFGCJEA_00568,ec_contig_7,Porphobilinogen deaminase,hemC,62.8923,5.86819
BBFGCJEA_00569,ec_contig_7,Uroporphyrinogen-III synthase,hemD,34.6692,3.9899
BBFGCJEA_00570,ec_contig_7,Protein HemX,hemX,24.1238,1.42478
